 	tnxk,txwk
𥖭	tivo·石亠丷丨刀{卬左}㇏{斉下}
𥖮	teef·石习习亠人人十
𥖯	kxxt·木㐅㐅木冖石
𥖰	thjo·石艹{享上}冂口
𥖱	tujo·石山{享上}冂口,tuio·石山亠ㅒ冂口
𥖲	tyzf·石士乛工一口寸
𥖳	fowt·車口殳石
𥖴	taau·石人人人人𠂉十凵
𥖵	teiu·石爫工⺕心
𥖶	tmpb·石宀{声下}貝
𥖷	thjo·石⺈厂{比左}匕士口
𥖸	kqts·木鬼石
𥖹	ants·釒同石
𥖺	tryr·石皮⺷大
𥖻	tqdd·石{婁上}女攵
𥖼	tjqu·石虍田心
𥖽	tmum·石宀臼勹灬
𥖾	tinl·石{立上}冂古辶
𥖿	tyqb·石士罒貝
𥗀	them·石艹习习人彡
𥗁	tkyd·石⺮耂日
𥗂	tjfs·石麻手
𥗃	tjoz·石厂口口甲二
𥗄	tcor·石匚口口口欠
𥗅	tfdg·石十早一{壴下}
𥗆	tqdr·石魚日
𥗇	trrf·石夫夫車
𥗈	tkkg·石木木足
𥗉	tttt·石石石石
𥗊	tymv·石止{齒下}
𥗋	tdsx·石日龷八氺
𥗌	tjgn·石虍豕刂
𥗍	tkhx·石禾勹丿人氺
𥗎	tkwd·石禾尤匕日
𥗏	trrq·石火火冖王丶
𥗐	tttt·石石石石
𥗑	unts·{臼}同石
𥗒	tikb·石立朩見
𥗓	tkob·石木口⺈貝
𥗔	thcn·石艹氵日一勹{丿丿}
𥗕	tsom·石廿口丬匕灬
𥗖	tkem·石⺮馬
𥗗	teic·石馬亠𧘇
𥗘	tkkf·石木木木手
𥗙	tuxz·石{臼}㐅㐅子
𥗚	ypwt·士{声下}殳心丿石
𥗛	aggt·釒戈戈石
𥗜	toog·石口口日十戈
𥗝	tioc·石亠口口{冓上}𧘇
𥗞	trro·石火火冖口口
𥗟	tdsj·石日龷八言
𥗠	tjhx·石厂艹日{禺下}力
𥗡	tjvu·石广亻隹心
𥗢	tuyr·石业⺷冫欠
𥗣	yhgt·{壳上}一{壴下}皮石
𥗤	fntt·{叓上}冖石石石
𥗥	tkqa·石⺮罒戈人
𥗦	tajh·石釒丿車一
𥗧	jntt·{享上}冖石石石
𥗨	thdc·石艹日{冓上}𧘇
𥗩	tfuf·石車凵殳手
𥗪	thhh·石艹一田一田一
𥗫	tbbe·石目目隹
𥗬	tqqy·石田田田土
𥗭	tiae·石亠人人朩隹
𥗮	txkr·石門䒑{艸左}欠
𥗯	tiwq·石亠乡隹一𠄌⺄丶
𥗰	txnj·石⺽冂又辰
𥗱	iaat·亠人人朩隹石
𥗲	tpot·石尸口辛石
𥗳	tmdb·石宀夂口頁
𥗴	tqwe·石罒糹隹
𥗵	tust·石{臼}丂丨八石
𥗶	kdqt·禾日鬼石
𥗷	tpic·石尸工工工工𧘇
𥗸	txhj·石⺽{向框}㐅辰
𥗹	thqk·石艹魚禾
𥗺	thxq·石艹門木{柬中}
𥗻	tusj·石{臼}丂丨八言
𥗼	tqqw·石田田田糸
𥗽	tckb·石臣{⺮半}罒見
𥗾	tfnc·石{叓上}冖口口{冓上}𧘇
𥗿	tuqe·石山罒糹隹
𥘀	tdmc·石日宀口口{冓上}𧘇
𥘁	thqe·石艹罒糹隹
𥘂	tjdp·石龻攵
𥘃	ttoa·石⻗口口口工人人
𥘄	tklm·石木𠂉十凵木冖㐅{四点}凵{比左}彡
𥘅	twe·丅儿
𥘆	jzvs·礻乙
𥘇	jtbs·礻匕
𥘈	tzsb·匕示
𥘉	jpds·礻刀
𥘊	juvs·礻丩
𥘋	jxls·礻力
𥘌	jwjs·礻几
𥘍	jlvv·礻乚{飞右}
𥘎	jmvs·礻彡
𥘏	jtgs·礻干
𥘐	ezs·ㅌ示
𥘑	jfcs·礻寸
𥘒	jgys·礻弋
𥘓	jaqv·礻又丶
𥘔	jfjv·礻{于下}丿
𥘕	jznv·礻二{丿丨}
𥘖	zcvs·示𧘇
𥘗	jdrs·礻日
𥘘	jniv·礻⺆亠
𥘙	jrhs·礻火
𥘚	juxs·礻心
𥘛	jews·礻王
𥘜	jrjs·礻及
𥘝	jnxv·礻冂㐅
𥘞	jazv·礻亽㇇
𥘟	jhcv·礻一{至上}
𥘠	jhhv·礻卄一
𥘡	jhyj·礻一彑
𥘢	jhwy·礻一幺
𥘣	yzsz·止示
𥘤	jxjv·礻小丿
𥘥	jjhc·礻丿廾
𥘦	jdps·礻攵,zdps·示攵
𥘧	jxfs·礻九十
𥘨	jhnv·礻勹{丿丿}
𥘩	jhvb·礻勹冫
𥘪	jlfs·礻𠂉十
𥘫	jtok·礻丁口
𥘬	jmnv·礻弓{丿丨}
𥘭	jizs·礻主
𥘮	jhok·礻勹口
𥘯	jhkm·礻一木
𥘰	jbvs·礻㠯
𥘱	tnow·丅{丿丨}口儿
𥘲	tnbq·丅{丿丨}且
𥘳	jhlq·礻一𠄌⺄丶
𥘴	jtvv·礻干丷
𥘵	jdhv·礻日一
𥘶	jlap·礻乚八刀
𥘷	jlxj·礻乚小丿
𥘸	jils·礻立
𥘹	jcjs·礻巨
𥘺	jhyz·礻一止
𥘻	jthv·礻不一
𥘼	jamv·礻人彡
𥘽	jybs·礻半,zybs·示半
𥘾	rvzs·大丷示
𥘿	rzs·𡗗示
𥙀	jfig·礻𠂇工
𥙁	jlpy·礻𠂉也
𥙂	jvig·礻{亻}工
𥙃	jbbs·礻白
𥙄	jaxx·礻人小
𥙅	jiej·礻亠巾
𥙆	jiwy·礻亠幺
𥙇	jmtb·礻宀匕
𥙈	jpay·礻巳又
𥙉	juok·礻厶口
𥙊	xzs·癶示
𥙋	juuv·礻屮凵
𥙌	jsij·礻{耉中}丨丿,zsij·示{耉中}丨丿
𥙍	tnqs·丅{丿丨}申,hxqs·一小申
𥙎	jjcv·礻⺁𧘇
𥙏	tnui·丅{丿丨}山人丨
𥙐	jjho·礻⺁一口
𥙑	jxww·礻⺌兀
𥙒	jlyu·礻乚土厶
𥙓	jlnf·礻乚冂キ
𥙔	jmdn·礻宀女
𥙕	jytb·礻耂匕
𥙖	jsab·礻龷八
𥙗	jrok·礻大口
𥙘	jsxs·礻西
𥙙	joej·礻口巾
𥙚	jljj·礻𠂉斤
𥙛	jver·礻亻壬
𥙜	jvwy·礻亻尤
𥙝	jlwe·礻⺧儿,zlwe·示⺧儿
𥙞	jyyt·礻土土
𥙟	jses·礻耳
𥙠	jhvi·礻一{亻}工
𥙡	jlni·礻𠂉⺆亠
𥙢	jjbv·礻丿㠯
𥙣	jhdr·礻勹日
𥙤	jqpt·礻丶巳七,jhpt·礻一巳七
𥙥	jzig·礻己工
𥙦	dozs·女口示
𥙧	jlhx·礻乚⺈小
𥙨	jwkm·礻几木
𥙩	jlla·礻乚𠄌丶人
𥙪	jlyb·礻乚半
𥙫	jshv·礻西一
𥙬	jxmy·礻⺌⺝,jxmr·礻⺌⺼
𥙭	jkyt·礻木土
𥙮	jgss·礻豕
𥙯	jzjb·礻𠄎丿古
𥙰	jlyt·礻气土
𥙱	jcok·礻氏口
𥙲	jxyt·礻水土
𥙳	tnfp·丅{丿丨}甫
𥙴	jhdx·礻一日乂
𥙵	jhow·礻⺈口儿
𥙶	jhtg·礻艹干
𥙷	jfps·礻甫
𥙸	jzcc·礻己コ匚
𥙹	jfxq·礻{于下}{冫く}丶
𥙺	jyxx·礻止{小}
𥙻	jnao·礻冖人口
𥙼	jymv·礻土{亦下},zymv·示土{亦下}
𥙽	jfaa·礻キ人人
𥙾	jkzj·礻禾𠄎丿
𥙿	jaao·礻八人口
𥚀	jezz·礻爫子
𥚁	jzjb·礻𠄎丿古
𥚂	juad·礻厶八夊
𥚃	jqze·礻甲二
𥚄	jlhx·礻乚一口乂
𥚅	jlse·礻乚耳
𥚆	jpqu·礻刀丶心
𥚇	jlbs·礻乚舌
𥚈	jqhn·礻田一{丿丨}
𥚉	jmqt·礻巛田
𥚊	jyay·礻土八土,jywy·礻土儿土
𥚋	uuzw·屮凵示兀
𥚌	tndk·丅{丿丨}日木
𥚍	jpho·礻尸勹口
𥚎	jmzs·礻宀示
𥚏	jjea·礻广⺕人
𥚐	jujy·礻心丿土
𥚑	jpbg·礻尸古
𥚒	jkls·礻來
𥚓	jrvs·礻大丷一丂
𥚔	jlha·礻⺊一小又
𥚕	jddr·礻日日
𥚖	jekm·礻爫木
𥚗	janh·礻亼冂卄
𥚘	kunz·䒑{艸左}刂示
𥚙	jrfh·礻大十廾
𥚚	jjwj·礻虍几,jjwe·礻虍儿
𥚛	jdtt·礻日{比左}匕
𥚜	jdhm·礻日一弓
𥚝	jolm·礻口𠃊⺝
𥚞	juiv·礻臼丨
𥚟	jhbg·礻{向框}古
𥚠	jjzz·礻{享上}子
𥚡	rrzs·火火示
𥚢	uumz·屮凵宀示
𥚣	jzjo·礻𠄎丿土口
𥚤	jlak·礻乚人{余下}
𥚥	jlkn·礻乚禾刂
𥚦	jhjr·礻⺈厂𠂉大
𥚧	jygv·礻士{壴下}
𥚨	jfim·礻𠂇工⺝
𥚩	jzym·礻乛龰⺝
𥚪	uiuz·厶丨厶厶{丿丨}示
𥚫	jaoh·礻亼口廾
𥚬	jhly·礻勹𠂉一止
𥚭	jvro·礻冫欠口
𥚮	jslv·礻其𠃊
𥚯	jldn·礻乚日勹{丿丿}
𥚰	jmdo·礻宀夂口
𥚱	jidr·礻立日
𥚲	jkon·礻木口刂
𥚳	jtmr·礻不冉
𥚴	jbys·礻頁
𥚵	jpbm·礻{声下}目
𥚶	jose·礻口耳
𥚷	jqmy·礻田⺝,jqmr·礻田⺼
𥚸	jqhk·礻田一Ｋ
𥚹	jpnh·礻户冂卄
𥚺	jttb·礻{比左}匕白
𥚻	jute·礻山而
𥚼	jnaq·礻冂人王丶
𥚽	jqbg·礻{囟框}古
𥚾	jxud·礻㐅凵八夊
𥚿	jrdn·礻龹女
𥛀	jena·礻⺕冖八又
𥛁	uuzp·屮凵示巴
𥛂	jfom·礻𠂇口⺝
𥛃	jeie·礻ㅌ丨厂⺕
𥛄	jfbj·礻十{具上}丿
𥛅	jcpq·礻{留左上}刀田
𥛆	jena·礻⺕冖巾又
𥛇	jmii·礻弓工工
𥛈	jzii·礻己工工
𥛉	jlff·礻乚龵一丰
𥛊	jpee·礻户习习
𥛋	jaak·礻又又又木
𥛌	jibb·礻工貝
𥛍	jobb·礻口貝
𥛎	jewr·礻爫幺大
𥛏	jlsq·礻𠂉其
𥛐	jyuq·礻土厶皿
𥛑	jjfc·礻辰寸
𥛒	jfoo·礻𠂇口冂口
𥛓	lhzz·⺊一示丿乀示
𥛔	jnmy·礻{骨上}⺝,jnmr·礻{骨上}⺼
𥛕	jjja·礻⺁虍人
𥛖	jrfc·礻身寸,zrfc·⺬身寸
𥛗	jeuj·礻爫臼
𥛘	jdsf·礻日龷十,jqsf·礻田龷十
𥛙	jldn·礻𠂉日一勹{丿丿}
𥛚	jinb·礻{立上}冂古
𥛛	nsyz·冖覀土示
𥛜	jjbq·礻虍且
𥛝	jdfl·礻夂丰辶
𥛞	jjls·礻鹿
𥛟	jebx·礻爫見
𥛠	tnhh·丅{丿丨}勹日日一,hxhh·一小勹日日一
𥛡	jlqy·礻⺊囗{丿丿}丶土
𥛢	jumz·礻山宀示
𥛣	jswe·礻廿儿冖巾
𥛤	tzhb·匕示⺈貝,tzpb·匕示刀貝
𥛥	jgfc·礻{惠上}寸
𥛦	jszs·礻覀示
𥛧	jqws·礻田糸
𥛨	jmyy·礻彳止龰
𥛩	jjua·礻广臼人
𥛪	jjcu·礻广コ〢厶厶
𥛫	jcpk·礻氵刀{丶丶}木
𥛬	lhzx·⺊一示又米
𥛭	jlea·礻乚隹又
𥛮	jjxq·礻丿米田
𥛯	jrno·礻矛冂八口
𥛰	jrvx·礻大丷日小
𥛱	ygmz·士{壴下}彡示
𥛲	jemh·礻隹灬
𥛳	jjuy·礻虍业,jjuv·礻虍{虛下}
𥛴	tnqa·丅{丿丨}田龷八,hxqa·一小田龷八
𥛵	jhts·礻艹干龷
𥛶	jyko·礻羊䒑口
𥛷	jxdi·礻米夕匸丨
𥛸	jgux·礻{惠上}心
𥛹	jpxl·礻尸氺牛
𥛺	jtfa·礻匕十{具上}八
𥛻	jygm·礻士{壴下}彡
𥛼	jhdd·礻艹日日
𥛽	jhnq·礻一〢匚コ田
𥛾	jaad·礻人人人人日
𥛿	jmqy·礻弓囗{丿丿}丶土
𥜀	ptjb·尸毛礻且
𥜁	jskr·礻耳䒑大
𥜂	tztd·匕示丆目夊
𥜃	jqyf·礻罒土䒑十
𥜄	wmdz·糹弓攵示
𥜅	jjgs·礻虍豕
𥜆	szix·覀示亠厶{巟下}
𥜇	jidu·礻立日心
𥜈	jhsk·礻艹廿𠃊木
𥜉	jejy·礻⺕丿口羊
𥜊	jqxs·礻{囟框}米丂,jqjs·礻{囟框}丿米丂
𥜋	jaoa·礻亼口口人人
𥜌	jhxr·礻{向框}米大,jhjr·礻{向框}丿米大
𥜍	jhdm·礻艹日{禺下}
𥜎	jyao·礻土人人囗口
𥜏	jdnm·礻日冖夊灬
𥜐	jlee·礻{黽中}ㅌ⺕
𥜑	jyoq·礻土口又田
𥜒	jjdr·礻厂日⺝犬
𥜓	jckq·礻臣{⺮半}皿,jclq·礻臣𠂉一皿
𥜔	jeee·礻习习隹
𥜕	jkoo·礻木口木口
𥜖	kouz·木口厶𠂉大示
𥜗	jtte·礻⻗而
𥜘	iooz·亠口口囗口示
𥜙	cfjz·氵車斤示
𥜚	jtmd·礻丆⺝冖心夊
𥜛	xzby·米示頁
𥜜	jjqu·礻虍田心
𥜝	jyob·礻士口頁
𥜞	szus·覀示臼丨丂
𥜟	jjsa·礻广龷由八,zjsa·示广廿一田八
𥜠	jjqq·礻虍田皿,zjqq·示虍田皿
𥜡	jhxz·礻⺈小王甲二
𥜢	jjwo·礻广幺幺⺕丿口
𥜣	jymo·礻耂弓工工口,zymo·示耂弓工工口
𥜤	jlbg·礻乚貝戈戈
𥜥	jkta·礻丬匕田龷八
𥜦	jhay·礻一八巾㐅㐅㐅㐅土,zhay·示一八巾㐅㐅㐅㐅土
𥜧	jtoo·礻⻗口口口,ztoo·示⻗口口口
𥜨	jffg·礻丰丰凵一{壴下}
𥜩	jddb·礻日日厂十且,zddb·示日日厂十且
𥜪	jufg·礻山丰丰一{壴下},zufg·示山丰丰一{壴下}
𥜫	jaod·礻亼口口口囗女
𥜬	jhae·礻一八巾㐅㐅㐅㐅王,zhae·示一八巾㐅㐅㐅㐅王
𥜭	jjdi·礻{享上}日口口凵丨
𥜮	jjeo·礻鹿⺕丿口
𥜯	jlqz·礻⺊囗㐅{四点}日子,zlqz·示⺊囗㐅{四点}日子
𥜰	jhnj·礻一冂丶一冂丶鹿
𥜱	uuzd·屮凵示十{具上}八夊
𥜲	jhng·礻艹冂丨糹虫,jxng·礻卝冂丨糸虫
𥜳	jkxf·礻木㐅㐅木大手
𥜴	jmse·礻宀{冓上}八馬
𥜵	jbba·礻目目隹又
𥜶	jkbd·礻䒑自止巳八夊
𥜷	uuud·厶厶厶{丿丨}示十{具上}八夊
𥜸	jlqi·礻⺊囗㐅{四点}日口凵丨,zlqi·示⺊囗㐅{四点}日口凵丨
𥜹	ziid·己工工示十{具上}八夊
𥜺	umze·山宀示习习人隹
𥜻	jnuv·丿冂厶,jmv·丿{禺下}
𥜼	avnu·人丷冂厶
𥜽	lnxu·⺊冂㐅冂厶,lnxm·⺊冂㐅{禺下}
𥜾	lhxu·⺊一㐅凵冂厶,lhxm·⺊一㐅凵{禺下}
𥜿	mdmv·巛日{禺下}
𥝀	jomp·丿口{禺下}也
𥝁	mqxu·巛囗㐅冂厶
𥝂	dmjp·日{禺下}厂㔾
𥝃	mndm·弓{丿丨}日{禺下}
𥝄	xqxu·丱囗㐅冂厶,xqxm·丱囗㐅{禺下}
𥝅	uqxu·臼囗㐅冂厶,uqxm·臼囗㐅{禺下}
𥝆	dumv·日臼{禺下}
𥝇	udmv·臼日{禺下},xdmv·⺽日{禺下}
𥝈	xqxu·⺽{囟框}㐅冂厶,xqxm·⺽{囟框}㐅{禺下}
𥝉	dmdm·日{禺下}日{禺下}
𥝊	uxxm·{臼}㐅㐅丿口{禺下}
𥝋	xxqu·⺽⺽{囟框}㐅冂厶,xxqm·⺽⺽{囟框}㐅{禺下}
𥝌	jkm·丿木
𥝍	khvh·禾一
𥝎	kzvh·禾乙
𥝏	klvh·禾乚
𥝐	kayh·禾又
𥝑	ksvh·禾丂
𥝒	klbh·禾卜
𥝓	ktbh·禾匕
𥝔	kzjh·禾孑
𥝕	kiwh·禾亡
𥝖	klzv·禾𠂉乙
𥝗	kzyh·禾已
𥝘	kdxh·禾夕
𥝙	kmgh·禾弓
𥝚	krdh·禾大
𥝛	krdh·禾大
𥝜	khsv·禾一丂
𥝝	ktgh·禾干
𥝞	kmvh·禾彡
𥝟	kyth·禾土
𥝠	kjuv·禾丿厶
𥝡	kzfs·禾⺄十
𥝢	khjv·禾勹丿
𥝣	ktbh·禾不
𥝤	khnv·禾勹{丿丿}
𥝥	krjh·禾及
𥝦	kcfs·禾ユ十
𥝧	kpbh·禾巴
𥝨	kavv·禾人⺀
𥝩	ekhz·爫禾
𥝪	kcwe·禾匸儿
𥝫	klnh·禾牛
𥝬	klqh·禾气
𥝭	kcar·禾ユ人
𥝮	khwy·禾一幺
𥝯	khhc·禾一廾
𥝰	kkmh·禾木
𥝱	kazi·禾龴乛亅
𥝲	kuwe·禾厶儿
𥝳	kniv·禾⺆亠
𥝴	knwe·禾冖儿
𥝵	kanv·禾人{丿丨}
𥝶	kauv·禾八厶
𥝷	ksjh·禾井
𥝸	kxsh·禾水
𥝹	kjjh·禾斤
𥝺	kafs·禾人十
𥝻	kwvh·禾殳
𥝼	ktdh·禾弔
𥝽	kthl·禾丅一㇉
𥝾	kjjt·禾厂丿七
𥝿	kxok·禾力口
𥞀	klpy·禾𠂉也
𥞁	kqsh·禾申
𥞂	kvfc·禾亻寸
𥞃	kuuv·禾屮凵
𥞄	khph·禾片
𥞅	kytb·禾止匕
𥞆	kzsh·禾示
𥞇	kxus·禾九山
𥞈	ksgh·禾甘
𥞉	kjvt·禾丿丷丁
𥞊	kkwh·禾未
𥞋	kyuv·禾土厶
𥞌	ksgh·禾甘
𥞍	ktok·禾丁口
𥞎	kfej·禾𠂇巾
𥞏	kowe·禾口儿
𥞐	kbvh·禾㠯
𥞑	kiej·禾亠巾
𥞒	kmtb·禾宀匕
𥞓	kpze·禾尸二
𥞔	kpgv·禾{攺左}{民下}
𥞕	kuwe·禾屮儿
𥞖	knfv·禾⺆キ
𥞗	krnv·禾大冂
𥞘	kfiz·禾𠂇丨子
𥞙	kalx·禾人𠃊{巟下}
𥞚	kdok·禾女口
𥞛	kwkm·禾几木
𥞜	kdci·禾夂匸丨
𥞝	kxuw·禾㐅凵儿
𥞞	kidr·禾亠日
𥞟	kcht·禾氵一丁
𥞠	kytb·禾耂匕
𥞡	koej·禾口巾
𥞢	kdci·禾夕匸丨
𥞣	iokh·工口禾
𥞤	yhkh·{壳上}一禾
𥞥	hdnk·一夕刂禾
𥞦	krvv·禾夫丷
𥞧	kxhh·禾行
𥞨	kiua·禾亠{亥中}人
𥞩	kkhc·禾䒑廾
𥞪	kxmh·禾米
𥞫	kxmh·禾米
𥞬	kmdn·禾宀女
𥞭	kpig·禾尸工
𥞮	kppp·禾刀刀刀
𥞯	kivf·禾亠丷十,kiaf·禾亠八十
𥞰	kefv·禾⺕キ
𥞱	ipkh·工阝禾
𥞲	koxn·禾口力刂,kohn·禾口{万下}刂
𥞳	kfnz·禾十冖子
𥞴	klok·禾⺧口
𥞵	kraa·禾大人人
𥞶	ktok·禾不口
𥞷	kqwe·禾田儿
𥞸	kcok·禾氏口
𥞹	cpvk·氵刀{丶丶}禾
𥞺	kgzh·禾足
𥞻	kvea·禾丷巾八
𥞼	kdmy·禾夂⺝
𥞽	kixh·禾辛
𥞾	kexs·禾⺕水
𥞿	knie·禾刂亠巾
𥟀	kydv·禾龶夊
𥟁	kshv·禾西一
𥟂	kkvv·禾未丷
𥟃	ljok·⺊{厂}口禾
𥟄	kqzj·禾田𠄎丿
𥟅	kujh·禾臼
𥟆	kizz·禾{立上}子
𥟇	kfxq·禾{于下}{冫く}丶
𥟈	kkok·禾木口
𥟉	kkwj·禾禾几
𥟊	ktco·禾丅ユ口
𥟋	kiuh·禾亠厶廾
𥟌	khwz·禾艹⺇二,khwf·禾艹凡
𥟍	kxfh·禾非
𥟎	krxl·禾龹力
𥟏	krto·禾大丁口
𥟐	kmhy·禾宀一龰
𥟑	kqif·禾田丨十,kqjf·禾田丿十
𥟒	kaaa·禾又又又又
𥟓	kmbv·禾宀㠯
𥟔	kdlr·禾日𠃑大
𥟕	khrq·禾艹欠
𥟖	khjx·禾勹丿人小
𥟗	kqhn·禾由一{丿丨}
𥟘	kdhn·禾日勹{丿丿}
𥟙	dzmk·日乛彡禾
𥟚	kujy·禾心丿土
𥟛	kxua·禾㐅凵𠂇又
𥟜	mdnk·巛夕刂禾
𥟝	kezn·禾爫二{丿丨}
𥟞	kecn·禾爫ユ{丿丨}
𥟟	dhmk·日一彡禾
𥟠	kttd·禾{比左}匕日
𥟡	kmzs·禾宀示
𥟢	krrh·禾火火
𥟣	kidn·禾立女
𥟤	kexs·禾⺕氺
𥟥	kggg·禾戈戈
𥟦	knaq·禾刂人小丶
𥟧	klha·禾⺊一小又
𥟨	kafk·禾人キ䒑
𥟩	kekm·禾爫木
𥟪	khtm·禾艹毛
𥟫	lqnk·⺊囗{丿丿}丶禾,lqdk·⺊囗夕禾
𥟬	kxnf·禾小⺆キ
𥟭	kbab·禾{具上}八
𥟮	kolm·禾口𠃊⺝
𥟯	kjly·禾丿乚土土,kyjy·禾土丿乚土
𥟰	keaa·禾𡈼人人
𥟱	kkex·禾禾⺕
𥟲	mkkh·彳术禾
𥟳	kehf·禾爫一寸
𥟴	kcdr·禾氏日
𥟵	kxid·禾九亠日
𥟶	kmdp·禾宀夕㔾
𥟷	kcff·禾ユ十ユ十
𥟸	mnhk·巛冂一刂禾
𥟹	kwhx·禾几一口乂
𥟺	kwte·禾几而
𥟻	kddn·禾夕夕刂
𥟼	khtb·禾艹不
𥟽	kpcz·禾尸至
𥟾	khbg·禾艹古
𥟿	ddkd·夕夕禾女
𥠀	kdls·禾日生
𥠁	knwh·禾咼
𥠂	kvgs·禾丷豕
𥠃	kuww·禾山幺幺
𥠄	kute·禾山而
𥠅	khnr·禾⺈冂大
𥠆	kgjo·禾戈丿一口
𥠇	kbfn·禾白𠂇{丿丿}
𥠈	kppj·禾{即左}卩,kbtp·禾白匕卩
𥠉	kbnd·禾貝刂
𥠊	krkm·禾矛木
𥠋	kose·禾口耳
𥠌	aszk·人覀⺄禾
𥠍	ktls·禾不生
𥠎	kdwu·禾日儿厶,kqwu·禾田儿厶
𥠏	khgj·禾艹戈丿
𥠐	kjvf·禾丿丷日十
𥠑	kmdo·禾宀夂口
𥠒	kine·禾{立上}冖巾
𥠓	kslk·禾廿𠃊木
𥠔	krdr·禾𡗗日
𥠕	kamn·禾亼⺝刂
𥠖	khjq·禾勹丿人小丶
𥠗	kkdr·禾禾日
𥠘	kbxs·禾白水
𥠙	khbq·禾艹且
𥠚	khnr·禾艹冂大
𥠛	khnd·禾一冂人攵
𥠜	kdhn·禾日一勹{丿丿}
𥠝	kdlr·禾日𠂉大
𥠞	kfau·禾千人人凵
𥠟	bekh·白王禾
𥠠	adnk·八日〢⺄禾
𥠡	khnu·禾勹{丿丿}丶心
𥠢	kdwe·禾夂⺇王
𥠣	kjnt·禾{享上}冖丁
𥠤	iqnk·亠囗{丿丿}⺀禾
𥠥	kilp·禾方𠂉也
𥠦	kyrd·禾⺷大
𥠧	kpyy·禾尸羊
𥠨	kddd·禾女夕夕
𥠩	kurq·禾厶大小丶
𥠪	rdkh·矛攵禾
𥠫	kzfo·禾⺄{龵下}𠃌一口
𥠬	krhr·禾𡗗一大
𥠭	jfhk·丿車一禾
𥠮	kfnf·禾十冂䒑十
𥠯	khlo·禾艹⺊口
𥠰	kqrj·禾田及
𥠱	kjjw·禾⺁虍几
𥠲	kskm·禾覀木
𥠳	knmy·禾{骨上}⺝,knmr·禾{骨上}⺼
𥠴	kxmt·禾㐅{四点}凵匕
𥠵	kffc·禾甫寸
𥠶	kcxf·禾匚非
𥠷	kcpq·禾{留左上}刀田
𥠸	khax·禾艹人𠃊{巟下}
𥠹	kdck·禾夕匸丨木
𥠺	kdqm·禾日皿,kqaq·禾囗人皿
𥠻	jkwd·丿木尤匕日
𥠼	rkkh·𡗗禾禾
𥠽	kcdp·禾至攵,kcdv·禾至夊
𥠾	ksmr·禾{冓上}冉
𥠿	kvim·禾亻丨夂⺝
𥡀	mnkk·弓{丿丨}禾禾
𥡁	kujx·禾心丿人小
𥡂	kqgh·禾鬼
𥡃	khix·禾艹亡{巟下}
𥡄	khol·禾⺈口日乚
𥡅	kbrf·禾白大十
𥡆	kbfm·禾白𠂇彡
𥡇	kpee·禾户习习
𥡈	kjbl·禾丿㠯辶
𥡉	kdvw·禾女丷口儿,kdaw·禾女八口儿
𥡊	kbru·禾白大厶
𥡋	kbfu·禾自𠂇厶
𥡌	khol·禾⺈口日乚
𥡍	khim·禾艹亡巛
𥡎	kvex·禾丷巾{冫く}
𥡏	kqbm·禾田目
𥡐	kbif·禾自方
𥡑	kdwh·禾夂⺇木一
𥡒	kjse·禾文耳
𥡓	kxhn·禾米勹{丿丿}
𥡔	kujt·禾心丿宀匕
𥡕	kxar·禾門人
𥡖	kpxf·禾尸氺十
𥡗	kemh·禾馬
𥡘	ksjf·禾龷丿冂キ
𥡙	ewrk·爫幺大禾
𥡚	kxhu·禾米勹厶
𥡛	yhwk·{壳上}一殳禾
𥡜	kqws·禾田糸
𥡝	keke·禾⺕禾⺕
𥡞	jkwd·丿木尤匕日
𥡟	kruj·禾𡗗臼
𥡠	krxx·禾大㐅㐅㐅㐅
𥡡	hdrk·艹日大禾
𥡢	kiwf·禾亠幺{冫く}十
𥡣	ksoy·禾廿口龶
𥡤	kshm·禾西一灬
𥡥	kqdu·禾{囟框}夊心,kqnu·禾{囟框}{丿丿}丶心
𥡦	kinb·禾{立上}冂古
𥡧	kjbq·禾虍且
𥡨	kfif·禾甫方
𥡩	kyax·禾土八土丸,kywx·禾土儿土丸
𥡪	keei·禾习习立
𥡫	kmac·禾宀八至,kmwc·禾宀儿至
𥡬	kmay·禾彳人人龰
𥡭	fshd·千龷一禾女
𥡮	yhko·{壳上}一禾力口
𥡯	ybkh·龶貝禾
𥡰	aqxk·龴囗米禾
𥡱	kshm·禾西一灬
𥡲	kjem·禾广⺕{庸下}
𥡳	kwld·禾尤⺊一日
𥡴	kwld·禾尤⺊一日
𥡵	kgfc·禾{惠上}寸
𥡶	kumz·禾山宀示
𥡷	kthu·禾丅一丨⺕心
𥡸	khdr·禾艹日大
𥡹	kseq·禾廿巾丿乀丿乀
𥡺	klno·禾𠂉冂人冂口
𥡻	bxmk·白小彡禾
𥡼	kjpt·禾丿Ｐ一而
𥡽	khbd·禾⺈目𠃊夊
𥡾	khnf·禾⺈冂人⺇キ
𥡿	khvf·禾角⺀十
𥢀	kxho·禾米勹口
𥢁	kzjg·禾𠄎丿丷豕
𥢂	kjmh·禾麻
𥢃	kmzt·禾宀㇇皿丁
𥢄	kqad·禾{囟框}又八夊
𥢅	kulb·禾厶⺊貝
𥢆	kulb·禾厶⺊貝
𥢇	khko·禾艹木口
𥢈	ktbg·禾丆且戈
𥢉	ykkn·{壳上}禾木冂
𥢊	kfhb·禾十卄貝
𥢋	khnq·禾一〢匚コ田
𥢌	kjxq·禾丿米田
