字符,拆分
虻,虫亡
乳,爫子乙
奢,大耂日
蛎,虫厂万
螈,虫厂白小
蠊,虫广丷
郛,爫子阝
蜢,虫子皿
螗,虫广彐口
剑,亼刂
夹,夫丷
蝉,虫丷
颊,夫丷页
敛,亼攵
邬,乌阝
蜷,虫丷夫㔾
蜕,虫丷口儿
佥,亼
螳,虫尚土
蛸,虫月
蛳,虫一巾
鹩,大丷日鸟
郏,夫丷阝
蚯,虫丘
蚣,虫八厶
奁,大匚乂
蝤,虫丷西一
领,亽龴页
邻,亽龴阝
悲,非心
翎,亽龴羽
蛹,虫龴用
蚜,虫牙
瓴,亽龴瓦
耷,大耳
螭,虫㐫禸
螅,虫自心
忝,天
蛑,虫厶牛
蠼,虫目目又
拿,亼口手
命,亼口卩
售,隹口
盒,亼口皿
吞,天口
鸽,亼口鸟
蝇,虫口电
颌,亼口页
蜈,虫口天
蜗,虫口冂人
蝗,虫白王
龛,亼口龙
蜱,虫白丿十
歙,亼口羽欠
蛔,虫回
翕,亼口羽
蛐,虫囗艹
蝈,虫囗王丶
龠,亼口口艹
丰,三丨
慧,三丨三心
艳,三丨⺈巴
契,三丨刀大
隽,隹乃
蚶,虫甘
彗,三丨三彐
挈,三丨刀手
雠,隹讠隹
蛞,虫舌
砉,三丨石
恝,三丨刀心
邦,三丿阝
舒,亼古予
舍,亼古
寿,三丿寸
逾,亼月刂辶
愈,亼月刂心
俞,亼月刂
蛛,虫丿未
蛾,虫丿扌戈
蝴,虫古月
焘,三丿寸灬
蜓,虫丿士廴
蛄,虫古
蜒,虫丿廴
觎,亼月刂儿
毹,亼月刂毛
春,日
蠢,日虫虫
蝎,虫日勹乙
蠕,虫⻗而
奄,大电
鹌,大电鸟
蜴,虫日勿
蚪,虫⺀十
蜾,虫日木
含,亽乙口
念,亽乙心
遥,爫缶辶
虹,虫工
贪,亽乙贝
爵,爫罒彐寸
夯,大力
蛊,虫皿
虬,虫乙
鹞,爫缶鸟
繇,爫缶系
颔,亽乙口页
凫,几
衾,亽乙衣
蝼,虫米女
蜞,虫其
虮,虫几
蟛,虫壴彡
奔,大十廾
隼,隹十
蜿,虫宀夕㔾
蝙,虫户冂艹
鸵,鸟宀匕
蝻,虫十冂干
蝠,虫一口田
蛭,虫一厶土
蝶,虫廿乙木
蜡,虫龷日
蟒,虫艹犬廾
螨,虫艹两
蟆,虫艹日大
鹱,鸟艹隹又
蝾,虫艹冖木
蠓,虫艹冖
蠖,虫艹隹又
蟥,虫龷由八
螬,虫艹日日
蠛,虫艹罒丶
蚧,虫人
蜍,虫人于八
秦,禾
蟠,虫禾丷田
蛆,虫且
蜘,虫矢口
蝮,虫日夂
蜊,虫禾刂
蚱,虫丨二
蝌,虫禾⺀十
蟋,虫禾丷心
虼,虫乙
受,爫冖又
规,夫冂儿
套,大镸
牵,大冖牛
舜,爫冖夕㐄
觅,爫冂儿
翡,非羽
蚝,虫毛
奚,爫幺大
蚬,虫冂儿
螟,虫冖日六
蚴,虫幺力
蚺,虫冂土
蚋,虫冂人
蜩,虫⺆土口
蚍,虫匕匕
蟪,虫心
虾,虫下
态,大丶心
奈,大示
焦,隹灬
蚁,虫丶乂
蛀,虫丶王
螂,虫丶彐阝
鹪,隹灬鸟
劁,隹灬刂
爬,爪巴
奉,二丨
夸,大二乙
蚂,虫马
爰,爫二夂
蟮,虫羊丷口
匏,大二乙巳
瓠,大二乙瓜
蛘,虫羊
刳,大二乙刂
蜣,虫乙
采,爫木
彩,爫木彡
蜥,虫木斤
枭,木
蚊,虫亠乂
斐,非亠乂
蛟,虫六乂
袅,衣
蟀,虫亠幺十
蛴,虫亠乂
蝣,虫方子
螵,虫覀示
夷,大弓
蚓,虫弓丨
隹,隹
蛲,虫⺎
蜮,虫戈口一
确,石⺈用
砍,石欠
玖,王丶
碛,石龶贝
碡,石龶母
圣,又土
硅,石土土
磕,石土厶皿
惫,夂田心
珐,王土厶
砝,石土厶
泵,石水
瑙,王巛乂
顼,王页
璎,王贝贝女
磲,石氵匚木
艰,又彐
珂,王丁口
怼,又寸心
碌,石彐氺
玎,王丁
鸡,又鸟
玲,王亽龴
逢,夂三丨辶
瑶,王爫缶
琦,王大丁口
瑜,王亼月刂
礁,石隹灬
硖,石夫丷
瑗,王爫二夂
碓,石隹
瑷,王爫冖又
礓,石三田田
硷,石亼
友,又
桑,又又又木
琴,王王亽乙
瑟,王王必
磊,石石石
叠,又又又且
玫,王攵
珞,王夂口
琶,王王巴
珏,王王丶
琵,王王匕匕
硌,石夂口
颡,又又又页
磉,石又又木
磅,石方
璐,王夂口
琉,王
璋,王立早
琏,王车辶
珩,王彳亍
碲,石巾
碚,石立口
逄,夂㐄辶
砗,石车
磴,石癶豆
砬,石立
碾,石尸龷
砺,石厂万
瑭,王广彐口
琚,王尸古
珧,王儿
班,王王
瑞,王山而
邓,又阝
碳,石山火
碰,石丷亚
砸,石匚巾
砂,石少
磁,石丷一幺
硝,石月
琐,王贝
瑕,王丨又
璀,王山隹
玢,王八刀
夏,丆目夂
雄,厶隹
璃,王㐫禸
戛,丆目戈
珥,王耳
琊,王牙阝
碜,石厶大彡
砑,石牙
各,夂口
球,王求
碧,王白石
碑,石白丿十
珀,王白
瑰,王白儿厶
噩,吅吅
雒,夂口隹
璁,王夕心
硇,石乂
珠,王丿未
郁,月阝
硼,石月月
瑚,王古月
砭,石丿之
硪,石丿扌戈
磔,石夕㐄木
矽,石夕
理,王日土
冬,夂⺀
碍,石旦寸
琨,王日匕匕
砷,石申
瑁,王曰目
碣,石日勹乙
螽,夂⺀虫虫
务,夂力
劝,又力
琪,王其
磷,石米夕㐄
矶,石几
珈,王力口
矾,石几丶
玑,王几
砀,石乙丿丿
砜,石几乂
琼,王小
琮,王宀示
碇,石宀一龰
琬,王宀夕㔾
砣,石宀匕
礅,石子攵
碥,石户冂艹
碹,石宀二日
攵,攵
研,石开
碟,石廿乙木
础,石屮凵
瑛,王艹冂大
璞,王业丶
璜,王龷由八
珙,王龷八
礴,石艹氵寸
砹,石艹乂
硎,石开刂
硭,石艹亡
砘,石屯
礞,石艹冖
磺,石龷由八
礤,石艹示
珍,王人彡
珉,王民
砼,石人工
玳,王亻弋
砟,石丨二
观,又冂儿
破,石皮
珊,王⺆⺆一
玻,王皮
碘,石冂龷八
瑾,王堇
琛,王冖八木
砌,石七刀
砚,石冂儿
砾,石小
珲,王冖车
碉,石⺆土口
硐,石冂一口
砒,石匕匕
玉,王丶
灰,火
叉,又丶
丈,丈
琅,王丶彐
琰,王火火
盔,火皿
咎,夂卜口
璨,王⺊夕米
蚤,又丶虫
砧,石⺊口
昝,夂卜日
玷,王⺊口
玩,王二儿
码,石马
玛,王马
砖,石二乙丶
玮,王二乙丨
琢,王豕丶
珑,王龙
琥,王虍几
瓒,王⺧儿贝
磋,石工
璩,王虍豕
琳,王木木
砰,石干丷
碴,石木旦
斫,石斤
矸,石干
布,巾
碎,石亠人十
斑,王亠乂王
璇,王方龰
硒,石西
玟,王亠乂
砥,石氏丶
磙,石衣八厶
碱,石戌口
硗,石⺎
夂,夂
砩,石弓
跑,勹巳
趋,走⺈彐
跪,⺈厂㔾
靖,立龶月
妄,亡女
妾,立女
徇,彳勹日
趵,勹丶
街,彳土土亍
待,彳土寸
轴,车由
艘,舟臼丨又
辕,车土口
跬,土土
舳,舟由
轻,车ス工
踏,水日
径,彳ス工
衍,彳氵亍
颏,亥页
辎,车巛田
亍,亍
愆,彳氵亍心
彳,彳
躐,巛
跟,彐
律,彳彐二丨
轲,车丁口
舸,舟丁口
踺,彐二廴
输,车亼月刂
跨,大二乙
蹈,爫臼
癸,癶天
徘,彳非
蹊,爫幺大
趺,夫
徭,彳爫缶
踌,三丿寸
辏,车天
飞,飞
辣,立木口
轰,车又又
辩,立讠十
辨,立十
瓣,立瓜十
鹭,夂口鸟
辫,立纟十
辍,车又又又
跖,石
辂,车夂口
徒,彳走
蹄,巾
蹬,癶豆
趾,止
徙,彳止龰
辙,车月攵
艟,舟立日土
踣,立口
跳,儿
循,彳⺁十目
亥,亥
辗,车尸龷
艋,舟子皿
踞,尸古
踮,广⺊口
艉,舟尸毛
踱,广廿又
蹶,厂屰欠
轭,车厂㔾
躔,广日土
蹰,厂豆寸
踬,⺁十贝
舨,舟⺁又
微,彳山一攵
端,立山而
距,匚
频,止页
趟,走尚
徽,彳山系攵
蹲,丷西寸
趴,八
蹭,丷日
蹦,山月月
踹,山而
蹿,穴口中
徵,彳山一攵
颦,止页十
徜,彳尚
舢,舟山
邙,亡阝
艄,舟月
踯,丷天阝
墼,車凵几土
忘,亡心
趣,走耳又
盲,亡目
竣,立厶八夂
衢,彳目目亍
辄,车耳乙
踊,龴用
艏,舟首
跆,厶口
蹑,耳又又
趔,走歹刂
跽,己心
赢,亡口月丶
竞,立口儿
辑,车口耳
剖,立口刂
躁,品木
舶,舟白
嬴,亡口月丶
徊,彳回
徨,彳白王
羸,亡口月丶
徼,彳白方攵
瓿,立口瓦
蠃,亡口月丶
轵,车口八
軎,車口
立,立
迅,卂辶
踵,千日二
趿,乃丶
跹,千辶
轷,车乎
躞,言火又
望,亡月王
育,月
跌,丿夫
肯,止月
颜,立丿彡页
彦,立丿彡
跃,丿大
艇,舟丿士廴
轿,车丿大
轶,车丿夫
肓,亡月
轱,车古
踽,丿口⽱
意,立日心
章,立早
童,立日土
竟,立日儿
踢,日勿
韵,立日勹冫
彰,立早彡
赣,立早夂贝
韶,立日刀口
竭,立日勹乙
踝,日木
歆,立日欠
辊,车日匕匕
蹋,日羽
戆,立早夂心
鄣,立早阝
趑,走冫欠
登,癶豆
般,舟几又
船,舟几口
轨,车九
役,彳几又
凳,癶豆几
轧,车乙
磐,舟几又石
飒,立几乂
跺,几木
劾,亥力
跏,力口
躅,罒勹虫
辚,车米夕㐄
舡,舟工
辛,立十
辖,车宀三口
踪,宀示
歧,止十又
舵,舟宀匕
蹴,小丶
跎,宀匕
蹁,户冂艹
征,彳一止
衡,彳鱼人亍
辐,车一口田
惩,彳一止心
轾,车一厶土
弃,廾
蹼,业丶
蹒,艹两
躇,艹耂日
躏,艹门隹
趼,开
蹀,廿乙木
艚,舟艹日日
艨,舟艹冖
徐,彳人于八
舱,舟人㔾
趁,走人彡
轸,车人彡
氓,亡民
跗,亻寸
跄,人㔾
辁,车人王
衙,彳五口亍
徂,彳且
趄,走且
踟,矢口
舴,舟丨二
蹯,禾丷田
些,止匕二
紫,止匕糸
舰,舟冂儿
柴,止匕木
彻,彳七刀
彼,彳皮
雌,止匕隹
翊,立羽
跋,犮
訾,止匕言
轼,车弋工
跛,皮
辋,车冂丷亡
赳,走丩
跚,⺆⺆一
跸,匕匕十
赀,止匕贝
觜,止匕⺈用
跞,小
舭,舟匕匕
轹,车小
後,彳幺夂
砦,止匕石
站,立⺊口
赴,走卜
舯,舟中
踉,丶彐
舻,舟⺊尸
舣,舟丶乂
踔,⺊早
轳,车⺊尸
转,车二乙丶
毅,立几又
亡,亡
辘,车鹿
蹉,工
徉,彳羊
跣,⺧儿
趱,走⺧儿贝
躜,⺧儿贝
赶,走干
暂,车斤日
轩,车干
斩,车斤
堑,车斤土
徕,彳未丷
錾,车斤金
竦,立木口
椠,车斤木
较,车六乂
航,舟亠几
帝,巾
舷,舟亠幺
跤,六乂
舫,舟方
跻,亠乂
彷,彳方
啻,巾口
舾,舟西
越,走戉
超,走刀口
足,足
止,止
刻,亥刂
舟,舟
践,戋
衔,彳钅亍
跷,⺎
蹂,矛木
轫,车刀丶
轺,车刀口
疱,疒勹巳
痪,疒⺈冂大
疚,疒丶
庖,广勹巳
廨,广⺈用牛
廒,广龶勹攵
尥,尢勹丶
压,厂土丶
届,尸由
瘦,疒臼丨又
庙,广由
痣,疒士心
痔,疒土寸
庾,广臼人
痹,疒田一
甥,生田力
瘰,疒田糸
瘐,疒臼人
逃,儿辶
尿,尸水
函,了凵
兆,儿
厕,厂贝刂
丞,了一
犀,尸氺牛
痉,疒ス工
痧,疒氵少
瘿,疒贝贝女
瘠,疒人月
卺,了一㔾
鼗,儿壴又
康,广彐氺
唐,广彐丨口
殷,⺁彐乙又
痕,疒彐
庸,广彐月丨
庚,广彐人
疟,疒
赓,广彐人贝
厩,厂彐儿
疴,疒丁口
疔,疒丁
庆,广大
承,了三
庵,广大电
痱,疒非
虺,⺎虫
瘗,疒夫丷土
瘛,疒三丨心
痍,疒大弓
父,父
疼,疒夂⺀
返,⺁又辶
厦,厂丆目夂
瘫,疒又隹
孜,子攵
釜,父王丷
瘙,疒又丶虫
癍,疒王亠王
库,广车
孩,子亥
履,尸彳夂
疵,疒止匕
瘴,疒立早
癔,疒立日心
瘢,疒舟几又
厍,厂车
屐,尸彳十又
屣,尸彳止龰
屦,尸彳米女
教,耂子攵
疗,疒了
屠,尸耂日
疣,疒尢丶
癖,疒尸口十
庑,广无
癜,疒尸龷又
孱,尸子子子
疬,疒厂力
孙,子小
屏,尸丷开
逊,子小辶
廉,广丷一
屑,尸月
瘾,疒阝⺈心
邝,广阝
痞,疒不口
疝,疒山
瘕,疒丨又
屙,尸阝丁口
癃,疒阝夂生
瘅,疒丷
痛,疒龴用
顾,厂㔾页
厄,厂㔾
尴,尢皿
瘪,疒自人匕
疖,疒卩
孑,子
眚,生目
癯,疒目目隹
愿,厂白小心
避,尸口立辶
癌,疒品山
壁,尸口立土
臂,尸口立月
辟,尸口立十
劈,尸口立刀
璧,尸口立丶
亟,了口又一
譬,尸口立言
檗,尸口立木
擘,尸口立手
襞,尸口立衣
嬖,尸口立女
痼,疒囗古
甓,尸口立瓦
鐾,尸口立金
庳,广白丿十
眉,尸丨目
励,厂万力
厉,厂万
鹛,尸丨目鸟
疳,疒甘
疠,疒万
属,尸丿口⽱
剧,尸古刂
庭,广丿士廴
爹,父夕夕
瘵,疒示
者,耂日
层,尸云
煮,耂日灬
厚,厂日子
厘,厂日土
瘟,疒日皿
孺,子⻗而
翥,耂日羽
疸,疒旦
廛,广日土土
疒,疒
局,尸乙口
历,厂力
孟,子皿
疯,疒几乂
厨,厂豆寸
孤,子瓜
痘,疒豆
屎,尸米
屡,尸米女
疫,疒几又
勐,子皿力
尻,尸九
疡,疒乙丿丿
痂,疒力口
瘸,疒力口肉
厮,厂其斤
痈,疒用
瘘,疒米女
质,⺁十贝
庐,广户
廓,广子阝
遁,⺁十目辶
癫,疒十页
痫,疒门木
庋,广十又
考,耂一乙
病,疒一冂人
屋,尸一厶土
症,疒一止
癣,疒鱼羊
展,尸龷
席,广廿巾
殿,尸龷八又
屈,尸屮凵
遮,广廿灬辶
臀,尸龷八月
厝,厂龷日
庶,广廿灬
屉,尸廿乙
痨,疒艹冖力
庹,广廿尸丶
瘩,疒艹亼口
癀,疒龷由八
鹧,广廿灬鸟
瘼,疒艹日大
痖,疒亚
座,广人人土
府,广亻寸
鹰,广亻隹鸟
腐,广亻寸肉
雁,厂亻隹
尸,尸
疮,疒人㔾
疹,疒人彡
尬,尢人
厥,厂屰欠
仄,厂人
膺,广亻隹月
痤,疒人人土
痊,疒人王
赝,厂亻隹贝
疥,疒人
庥,广亻木
瘊,疒亻矢
劂,厂屰欠刂
痴,疒矢口
痢,疒禾刂
痿,疒禾女
疙,疒乙
疽,疒且
痄,疒丨二
痦,疒五口
尼,尸匕
尾,尸毛
废,广发
廖,广羽人彡
瘤,疒丶田
屁,尸匕匕
疲,疒皮
庇,广匕匕
胤,儿幺月
耆,耂匕日
耄,耂匕毛
耋,耂匕一土
廑,广堇
瘳,疒羽人彡
庀,广匕
店,广⺊口
尤,尢丶
迟,尸丶辶
尺,尸丶
廊,广丶彐阝
痰,疒火火
慰,尸示寸心
尉,尸示寸
昼,尸丶旦
熨,尸示寸火
咫,尸丶口八
孓,了丶
疰,疒丶王
爸,父巴
辰,厂二
唇,厂二口
庞,广龙
痒,疒羊
厌,厂犬
辱,厂二寸
疤,疒巴
兀,⺎
魇,厂犬白厶
庠,广羊
蜃,厂二虫
瘥,疒工
靥,厂犬丆囬
尢,尢
餍,厂犬食
厣,厂犬甲
羼,尸羊羊
瘃,疒豕丶
厢,厂木目
斧,父斤
癞,疒木口贝
瘌,疒木口刂
刷,尸巾刂
瘀,疒方人⺀
廪,广亠回示
瘁,疒亠人十
痃,疒亠幺
瘭,疒覀示
序,广予
陶,阝勹缶
隐,阝⺈彐心
陷,阝⺈臼
峥,山⺈彐丨
孬,不女子
峋,山勹日
岣,山句
堂,尚土
兽,丷田一口
陵,阝土八夂
尘,小土
崽,山田心
峙,山土寸
隈,阝田
岫,山由
赏,尚贝
窦,穴头
阱,阝井
隘,阝皿
嵴,山人月
陉,阝ス工
阿,阝丁口
限,阝彐
归,彐
掌,尚手
窘,穴彐丿口
岢,山丁口
关,丷天
送,丷天辶
兰,丷三
卷,丷夫㔾
险,阝亼
郑,丷天阝
券,丷夫刀
岭,山亽龴
崔,山隹
崎,山大丁口
拳,丷夫手
雀,小隹
陕,阝夫丷
峡,山夫丷
岑,山亽乙
匪,匚非
窥,穴夫冂儿
眷,丷夫目
匮,匚贝
豢,丷夫豕
誊,丷夫言
嵛,山亼月刂
鲞,丷夫鱼
酆,山三丨阝
鹆,谷鸟
崦,山大电
尜,小大小
窬,穴亼月刂
桊,丷夫木
峰,山夂三丨
降,阝夂㐄
隆,阝夂一生
岩,山石
炭,山火
隋,阝工月
陌,阝丆日
匡,匚王
敞,尚攵
堕,阝月土
峄,山又二丨
氅,尚攵毛
隳,阝工
匚,匚
阝,阝
陪,阝立口
阵,阝车
障,阝立早
崭,山车斤
陡,阝走
窨,穴立日
嶂,山立早
陟,阝止
嶝,山癶豆
骘,阝止马
陔,阝亥
匦,匚车九
党,尚儿
辉,⺎冖车
耀,⺎羽隹
岸,山厂干
匹,匚儿
崖,山厂土土
阪,阝⺁又
窟,穴尸屮凵
崛,山尸屮凵
窕,穴儿
嵋,山尸丨目
阢,阝⺎
兴,八
兵,丘八
巨,匚
岳,丘山
邱,丘阝
誉,八言
峪,山谷
隧,阝丷豕辶
隙,阝小日小
峭,山月
邃,穴丷豕辶
窿,穴阝夂生
岖,山匚乂
崆,山穴工
岿,山彐
嵫,山丷一幺
省,少目
穿,穴牙
凯,山己几
翁,八厶羽
颂,八厶页
峻,山厶八夂
岂,山己
瓮,八厶瓦
觊,山己冂儿
岈,山牙
屺,山己
陬,阝耳又
剀,山己刂
总,丷口心
窗,穴夕
兑,丷口儿
窝,穴口冂人
陨,阝口贝
窜,穴口中
隗,阝白儿厶
崮,山囗古
嵬,山白儿厶
隍,阝白王
叵,匚口
陴,阝白丿十
凵,凵
丫,丷丨
嵌,山甘欠
阡,阝千
遐,丨二辶
岌,山乃丶
陲,阝千艹二
岁,山夕
肖,月
削,月刂
崩,山月月
乒,丘丿
峨,山丿扌戈
逍,月辶
峤,山丿大
岵,山古
刿,山夕刂
穸,穴夕
窆,穴丿之
隅,阝日⽱
匣,匚甲
岬,山甲
峁,山卯
窠,穴日木
隰,阝日幺灬
郾,匚日女阝
陧,阝日土
单,丷
究,穴九
穷,穴力
窑,穴缶
岚,山几乂
劣,少力
窍,穴工一乙
甭,不用
郸,丷阝
嶙,山米夕㐄
窭,穴米女
窳,穴瓜瓜
嵝,山米女
冁,丷尸
崇,山宀示
岐,山十又
陀,阝宀匕
嵩,山高
巅,山十页
匾,匚户冂艹
崞,山子
师,一巾
兹,丷一幺幺
兼,丷一彐
隔,阝一口丨
煎,丷一月灬
剪,丷一月刀
慈,丷一幺心
丘,丘
歪,不一止
兮,八一乙
歉,丷一彐欠
丕,不一
陋,阝一冂乙
夔,丷一自夂
窒,穴一厶土
邳,不一阝
翦,丷一月羽
孳,丷一幺子
鹚,丷一幺鸟
鹣,丷一彐鸟
区,匚乂
普,丷亚日
欧,匚乂欠
瓶,丷开瓦
匿,匚艹口
鸥,匚乂鸟
崂,山艹冖力
殴,匚乂几又
瓯,匚乂瓦
嵘,山艹冖木
迸,丷开辶
崤,山乂月
慝,匚艹心
岍,山开
窀,穴屯
山,山
队,阝人
除,阝人于八
尚,尚
附,阝亻寸
阶,阝人
坠,阝人土
岷,山民
阻,阝且
窄,穴丨二
巍,山禾女厶
屹,山乙
翳,匚矢几羽
嵊,山禾丬匕
颛,山而页
遄,山而辶
阼,阝丨二
陈,阝小
觉,⺍冖冂儿
尝,冖云
岗,山冂乂
幽,山幺幺
窃,穴七刀
陂,阝皮
峒,山冂一口
岘,山冂儿
窈,穴幺力
陛,阝匕匕土
嶷,山匕矢龰
鲎,⺍冖鱼
喾,⺍冖⺧口
岽,山小
黉,⺍冖龷八
泶,⺍冖水
曾,丷日
乓,丘丶
甑,丷日瓦
阽,阝⺊口
陆,阝二山
突,穴犬
判,丷二丿刂
阮,阝二儿
遂,丷豕辶
屿,山二乙
叛,丷二丿又
陇,阝龙
窖,穴⺧口
岜,山巴
豳,山豕豕
嵯,山工
穴,穴
匠,匚斤
棠,尚木
崧,山木八厶
崃,山未丷
防,阝方
帅,巾
尊,丷西一寸
遵,丷西一辶
帘,穴巾
奠,丷西一大
裳,尚衣
猷,丷西一犬
匝,匚巾
酋,丷西一
遒,丷西一辶
崾,山覀女
盆,八刀皿
弟,丷弓丨丿
贫,八刀贝
递,丷弓丨辶
颁,八刀页
剃,丷弓丨刂
岔,八刀山
穹,穴弓
崴,山戌女
鹈,丷弓丨鸟
忿,八刀心
坌,八刀土
睁,目⺈彐丨
睛,目龶月
瞻,目⺈厂言
懈,忄⺈用牛
殉,歹勹日
恂,忄勹日
懊,忄米大
赜,龶贝
愫,忄龶糸
龅,齿勹巳
鼻,自田一
聘,耳由一乙
睦,目土八土
怯,忄土厶
恃,忄土寸
鼾,自田一干
悻,忄土丷干
瞌,目土厶皿
眭,目土土
睨,目臼儿
瞍,目臼丨又
劓,自田一刂
殪,歹士冖豆
鼽,自田一九
齄,自田一旦
齿,齿
颐,页
悖,忄子
恻,忄贝刂
眼,目彐
射,身寸
恨,忄彐
盯,目丁
慨,忄彐儿
龈,齿彐
歹,歹
盱,目于
忖,忄寸
耵,耳丁
参,厶大彡
耳,耳
龄,齿亽龴
恰,忄亼口
愉,忄亼月刂
惟,忄隹
瞬,目爫冖㐄
瞧,目隹灬
怜,忄亽龴
鸦,牙鸟
睑,目亼
聆,耳亽龴
叁,厶大三
睢,目隹
睬,目爫木
殓,歹亼
憔,忄隹灬
鹘,骨鸟
聩,耳贝
畚,厶大田
悱,忄非
愦,忄贝
殍,歹爫子
毵,厶大彡毛
取,耳又
紧,又糸
怪,忄又土
聚,耳又乑
坚,又土
肾,又月
贤,又贝
娶,耳又女
聂,耳又又
竖,又立
恢,忄火
髓,骨工辶
怖,忄巾
恪,忄夂口
颞,耳又又页
骼,骨夂口
惰,忄工月
怿,忄又二丨
鄹,耳又乑阝
忙,忄亡
瞳,目立日土
瞪,目癶豆
耻,耳止
骸,骨亥
惭,忄车斤
憧,忄立日土
眦,目止匕
睽,目癶天
龊,齿足
龇,齿止匕
允,厶儿
忧,忄尢丶
睹,目耂日
瞩,目尸丿⽱
慷,忄广彐氺
眺,目儿
慵,忄广彐丨
惦,忄广⺊口
龌,齿尸一土
殛,歹了口一
睚,目厂土土
怃,忄无
恹,忄厂犬
怩,忄尸匕
联,耳丷天
耶,耳阝
怀,忄不
悦,忄丷口儿
躺,身尚
聪,耳丷口心
邪,牙阝
盼,目八刀
睇,目丷弓丿
悄,忄月
恺,忄山己
躯,身匚乂
眶,目匚王
恍,忄⺎
憎,忄丷日
惬,忄匚夫丷
悌,忄丷弓丿
惮,忄丷
皴,厶八夂皮
殚,歹丷
瞠,目尚土
惴,忄山而
怄,忄匚乂
逡,厶八夂辶
眇,目少
慊,忄丷一
忪,忄八厶
惝,忄尚
眍,目匚乂
息,自心
怡,忄厶口
熙,巳灬
忌,己心
惨,忄厶大彡
垒,厶厶厶土
恼,忄㐫
瞿,目目隹
巽,巳巳龷八
眸,目厶牛
殆,歹厶口
慑,忄耳又又
悭,忄又土
矍,目目隹又
眙,目厶口
悛,忄厶八夂
氍,目目隹毛
睃,目厶八夂
卩,卩
台,厶口
职,耳口八
惯,忄囗十贝
愧,忄白儿厶
怠,厶口心
惶,忄白王
邰,厶口阝
愕,忄吅二乙
炱,厶口火
迨,厶口辶
殒,歹口贝
髀,骨白丿十
悒,忄口巴
睥,目白丿十
悃,忄囗木
睡,目千艹二
歼,歹千
恬,忄舌
忏,忄千
聒,耳舌
迓,牙辶
熊,厶月匕灬
殊,歹丿未
恤,忄丿皿
眨,目丿之
龋,齿丿口⽱
怅,忄丿一丶
骷,骨古
怙,忄古
眵,目夕夕
厶,厶
聊,耳卯
悍,忄日干
惕,忄日勿
憬,忄日小
懦,忄⻗而
惺,忄日生
怛,忄旦
髁,骨日木
愠,忄日皿
恸,忄云力
悝,忄日土
忾,忄气
勇,龴用力
躲,身几木
忆,忄乙
愣,忄罒方
甬,龴用
眯,目米
瞰,目乙耳攵
殁,歹几又
骰,骨几又
髅,骨米女
恿,龴用心
髑,骨罒勹虫
忸,忄乙土
瞵,目米夕㐄
慎,忄十八
瞎,目宀三口
殖,歹十
愤,忄十艹贝
髋,骨宀艹儿
殡,歹宀丘八
髂,骨宀夂口
髌,骨宀丘八
悯,忄门亠乂
惋,忄宀夕㔾
聍,耳宀丁
忮,忄十又
睫,目一彐龰
怔,忄一止
眄,目一丨乙
懂,忄艹千二
惜,忄龷日
慌,忄艹亡
瞄,目艹田
懵,忄艹罒目
瞒,目艹两
弁,厶廾
盹,目屯
首,首
眠,目民
巳,巳
骺,骨𠂋
餮,歹人彡食
怆,忄人㔾
殄,歹人彡
骱,骨人
临,囗丨
监,皿
鉴,金
悟,忄五口
览,冂儿
矣,厶矢
悔,忄母
惧,忄八
瞅,目禾火
殇,歹乙丿
悸,忄禾子
忤,忄十
愎,忄日夂
殂,歹且
龃,齿且
龉,齿五口
怍,忄丨二
愀,忄禾火
耽,耳冖儿
忱,忄冖儿
殃,歹冂大
恽,忄冖车
惘,忄冂丷亡
聃,耳冂土
怏,忄冂大
眈,目冖儿
瞑,目冖日六
惆,忄⺆土口
恫,忄冂一口
龀,齿
耿,耳火
悼,忄⺊早
