字符,拆分
剑,亼〈学字头〉一刂
剒,龷日刂
剓,丿木勹丿刀
剔,日勹〈横两撇〉刂
剕,非刂
剖,〈立无横〉一口刂
剗,一〈戈无一〉一〈戈无一〉刂
剘,艹三八刂
剙,丷开刀〈横两点〉
剚,一口〈聿三〉丨刂
剛,冂丷一山刂
剜,宀〈久二〉丶乙乚刂
剝,乚乙一丨〈率字腰〉刂
剞,大一口丨刂
剟,又又又又刂
剠,京刂
剡,火火刂
剢,〈豕二〉〈豸字底〉丶〈水字边〉刂
剣,亼口人刂
剤,亠乂〈乔字底〉二刂
剥,乙二丨〈率字腰〉刂
剦,大日乚刂
剧,尸十口刂
剨,三丨丆口刂
剩,丿十丨二匕〈全字头〉刂
剪,丷一〈青字底〉刂刀
剫,广艹一又刂
剬,山丆冂〈临字旁〉刂
剭,尸一厶土刂
剮,冎口刂
副,一口田刂
剰,〈千二〉龷〈木无横〉刂
剱,亼口人刃
割,宀三丨口刂
剳,艹亼口刂
剴,山一口丷一刂
創,亽彐丿口刂
剶,乚乙一〈豕省〉刂
剷,〈立无横〉厂丿龶刂
剸,一日〈虫无口〉寸刂
剹,习习〈全字头〉彡刂
剺,未攵厂刀
剻,山月月刂
剼,厶厶厶〈全字头〉彡刂
剽,覀二小刂
剾,一口口口乚刂
剿,巛日木刂
劀,乙丶〈矛无龴〉冂八口刂
劁,亻〈隹字边〉灬刂
劂,厂屰欠刂
劃,〈聿三〉土田一刂
劄,〈竹头〉亼口刂
劅,罒勹口〈虫无口〉刂
劆,广丷一〈聿三〉〈兼无䒑无彐〉刂
劇,虍一〈豕省〉刂
劈,〈辟字旁〉辛刀
劉,〈留字头〉金刂
劊,亼〈曾字头无丷〉日刂
劋,口口口木刂
劌,止〈戌三〉丨丿丿〈戈无一〉刂
劍,亼口口人人刂
劎,亼口口人人刀
劏,龸口田刂
劐,艹亻〈隹字边〉又刂
劑,亠丷丨刀〈卬字旁〉丶〈乔字底〉二刂
劒,亼口口人人刃
劓,丿目田丌刂
劔,亼口口人人刀丶
劕,〈反字框〉丅〈反字框〉丅目八刂
劖,〈负字头〉口〈比字旁〉匕兔刂
劗,丿土儿丿土儿目八刂
劘,广木木非刂
劙,乚乙一〈豕省〉口〈虫无口〉口〈虫无口〉刂
劚,尸丨〈率字腰〉罒勹口〈虫无口〉刂
力,乙丿
劜,乙丿乚
劝,又乙丿
办,乙丿〈横两点〉
功,丅一乙丿
加,乙丿口
务,夂乙丿
劢,一〈万无横〉乙丿
劣,〈少三〉丿乙丿
劤,〈反字框〉丅乙丿
劥,亠几乙丿
劦,乙丿乙丿乙丿
劧,手乙丿
动,二厶乙丿
助,〈见二〉三乙丿
努,女又乙丿
劫,土厶乙丿
劬,句乙丿
劭,刀口乙丿
劮,丿夫乙丿
劯,丆口乙丿
劰,丿日乙丿
励,厂一〈万无横〉乙丿
劲,〈经右角〉丅一乙丿
劳,艹冖乙丿
労,〈学无子〉乙丿
劵,丷夫乙丿
劶,〈反字框〉一口乙丿
劷,丷一〈夫三〉乙丿
劸,土土乙丿
効,六乂乙丿
劺,厶丿〈举字底〉乙丿
劻,一王乚乙丿
劼,士口乙丿
劽,歹刂乙丿
劾,亠〈亥无亠无人〉人乙丿
势,扌丸乙丿
勀,十兄乙丿
勁,一巛丅一乙丿
勂,丿土口乙丿
勃,十冖乙〈子字底〉乙丿
勄,〈卧人〉乚乙亠丶乙丿
勅,一口〈木无横〉乙丿
勆,丶〈即字旁〉乙丿
勇,乙丶冂〈举字底〉乙丿
勈,乙丶冂〈举字底〉乙丿
勉,免乙丿
勊,十兄乙丿
勋,口〈见二〉人乙丿
勌,丷夫乙乚乙丿
勍,京乙丿
勎,土八土乙丿
勏,〈立无横〉一口乙丿
勐,乙〈子字底〉皿乙丿
勑,一人人〈木无横〉乙丿
勒,革乙丿
勓,〈比字旁〉匕丿日乙丿
勔,丆〈见二〉〈临字旁〉三乙丿
動,〈千二〉申二乙丿
勖,〈见二〉二目乙丿
勗,日〈见二〉三乙丿
勘,艹三八乚乙丿
務,乙丶〈矛无龴〉夂乙丿
勚,艹一乚〈见二〉人乙丿
勛,口目八乙丿
勜,八厶习习乙丿
勝,月丷夫乙丿
勞,火火冖乙丿
募,艹日大乙丿
勠,习习〈全字头〉彡乙丿
勡,覀二小乙丿
勢,土八土丸乙丿
勣,龶目八乙丿
勤,艹一口龶乙丿
勥,弓口口〈虫无口〉乙丿
勦,巛日木乙丿
勧,〈朱三〉亻〈隹字边〉乙丿
勨,象乙丿
勩,艹一乚目八乙丿
勪,夭口冂口乙丿
勫,丿丷木田乙丿
勬,丷夫幺小乙丿
勭,〈立无横〉一甲二乙丿
勮,虍一〈豕省〉乙丿
勯,亠回日一乙丿
勰,乙丿乙丿乙丿田心
勱,艹日〈禺字底〉乙丿
勲,〈千二〉申二乙丿灬
勳,〈千二〉〈黑五〉〈里无日〉灬乙丿
勴,虍田心乙丿
勵,厂艹日〈禺字底〉乙丿
勶,彳亠厶〈青字底〉攵乙丿
勷,亠口口〈寒字腰〉丿乚〈水字边〉乙丿
勸,艹口口亻〈隹字边〉乙丿
勹,勹
勺,勺
勻,勹二
勼,勹丿乙
勽,勹人
勾,勹厶
勿,勹〈横两撇〉
匀,勹冫
匁,勹丿丶
匂,勹匕
匃,勹人乚
匄,勹亠乚
包,勹巳
匆,勹〈横两撇〉丶
匇,勹〈久二〉丶
匈,勹乂凵
匉,勹一丷十
匊,勹丷木
匋,勹〈朱三〉山
匌,勹亼口
匍,勹一〈青字底〉丨丶
匎,勹大日乚
匏,大二乚勹巳
匐,勹一口田
匑,勹丿〈青字底〉一丿弓
匒,勹艹亼口
匓,勹〈即字旁〉殳
匔,勹丿〈青字底〉一丿口口
匕,匕
化,亻〈化字边〉
北,丨二匕
匘,匕巛丿〈见二〉乂一
匙,日〈定字底〉匕
匚,一乚
匛,一久乚
匜,一〈韦无二〉乚乚
匝,一巾乚
匞,一丅一乚
匟,一亠几乚
匠,一〈反字框〉丅乚
匡,一王乚
匢,一勹〈横两撇〉乚
匣,一甲乚
匤,一王丶乚
匥,一厶廾乚
匦,一〈东二〉〈毌无框〉丿乙乚
匧,一一人人人乚
匨,一丩丆士乚
匩,一凵丄土乚
匪,一非乚
匫,一勹〈横两撇〉日乚
匬,一亼〈青字底〉刂乚
匭,一一〈車无一〉丿乙乚
匮,一口丄〈见二〉人乚
匯,一氵亻〈隹字边〉乚
匰,一口口日十乚
匱,一口丄目八乚
匲,一大口口口乚
匳,一亼口口人人乚
匴,一〈竹头〉目廾乚
匵,一士罒目八乚
匶,一艹亻〈隹字边〉臼乚
匷,一目目亻〈隹字边〉乚
匸,一乚
匹,一儿乚
区,一乂乚
医,一〈卧人〉大乚
匼,一亼口乚
匽,一日女乚
匾,一丶尸冂艹乚
匿,一艹〈左字框〉口乚
區,一口口口乚
十,十
卂,乙十
千,丿十
卄,艹
卅,一川
卆,丿乙十
升,丿廾
午,〈卧人〉十
卉,十廾
半,丷〈举字底〉
卋,十艹一
卌,一〈四竖〉
卍,乙丨一丨
华,亻〈化字边〉十
协,十乙丿〈横两点〉
卐,乚一丨一
卑,卑
卒,亠人人十
卓,〈卢字头〉早
協,十乙丿乙丿乙丿
单,丷日十
卖,十乙〈冬字底〉大
南,十冂丷干
単,〈学字头〉日十
卙,艹三八乚十
博,十一〈青字底〉丨丶寸
卛,言幺〈横三点〉幺〈横三点〉十
卜,丨丶
卝,卝
卞,丶下
卟,口丨丶
占,〈卢字头〉口
卡,卡
卢,〈卢字头〉尸
卣,〈卢字头〉〈见二〉〈叚右角〉一
卤,〈卢字头〉〈见二〉乂一
卥,〈卢字头〉〈见二〉〈横两撇〉丶一
卦,土土丨丶
卧,臣丨丶
卨,〈卢字头〉冎口
卩,卩
卪,卩丶
卫,〈节字底〉一
卬,卬
卭,丅一卩
卮,〈反字框〉一乙乚
卯,〈卬字旁〉丿卩
印,〈印字旁〉卩
危,〈负字头〉厂乙乚
卲,刀口卩
即,〈即字旁〉卩
却,土厶卩
卵,〈卬字旁〉〈刀中〉卩丶
卶,〈久二〉丶〈久二〉丶卩
卷,丷夫乙乚
卸,〈朱三〉止卩
卹,丿皿卩
卺,乙丨〈水字框〉一乙乚
卻,谷卩
卼,一儿〈负字头〉厂乙乚
卽,丿日匕卩
卾,口口二乚卩
卿,〈卬字旁〉丿〈即字旁〉卩
厀,木〈全字头〉丨〈率字腰〉卩
厁,亼朩〈冬字底〉十〈节字底〉
厂,厂
厃,〈负字头〉厂
厄,厂乙乚
厅,厂一丨
历,厂乙丿
厇,厂丿七
厈,厂干
厉,厂一〈万无横〉
厊,厂〈牙二〉丨丿
压,厂土丶
厌,厂犬
厍,厂〈东二〉十
厎,厂〈印字旁〉乚丶
厏,厂〈卧人〉丨二
厐,厂〈左字框〉〈龙下角〉丶
厑,厂口匕
厒,厂〈朱三〉山
厓,厂土土
厔,厂一厶土
厕,厂〈见二〉人刂
厖,厂〈左字框〉乚彡丶
厗,厂辛
厘,厂甲二
厙,厂一〈車无一〉
厚,厂日乙〈子字底〉
厛,厂口〈反字框〉丅
厜,厂丿十龷一
厝,厂龷日
厞,厂非
原,厂丿日小
厠,厂目八刂
厡,厂丿日丨〈水字框〉
厢,厂木目
厣,厂犬甲
厤,厂丿木丿木
厥,厂屰欠
厦,厂丆目夂
厧,厂真
厨,厂一口丷一寸
厩,厂〈即字旁〉〈牙二〉儿
厪,厂艹一口龶
厫,厂〈敖字旁〉攵
厬,厂日夂丨丶口
厭,厂日〈青字底〉犬
厮,厂艹三八〈反字框〉丅
厯,厂木木乚〈横两点〉
厰,厂〈尚字头〉冂口攵
厱,厂亼口口人人
厲,厂艹日〈禺字底〉
厳,〈学字头〉厂乙一〈耳无一〉攵
厴,厂日〈青字底〉犬甲
厵,厂丿日小厂丿日小厂丿日小
厶,厶
厷,〈左字框〉厶
厸,厶厶
厹,丿乙厶
厺,大厶
去,土厶
厼,厶小
厽,厶厶厶
厾,乙土厶
县,〈见二〉三厶
叀,一由厶
叁,厶大三
参,厶大彡
參,厶厶厶〈全字头〉彡
叄,厶厶厶〈全字头〉三
叅,厶厶厶〈全字头〉丨〈横三点〉
叆,二厶爫冖〈左字框〉又
叇,二厶〈聿三〉丨〈率字腰〉辶
又,又
叉,又丶
及,〈及二〉丶
友,〈左字框〉又
双,又又
反,反
収,丩又
叏,乙十又
叐,丿〈左字框〉又
发,乚丿又丶
叒,又又又
叓,一口丨又
叔,上小又
叕,又又又又
取,一〈耳无一〉又
受,爫冖又
变,亠〈变字头无亠〉又
叙,亼朩又
叚,〈叚右角〉丨二〈叚右角〉又
叛,丷〈夫三〉反
叜,宀火又
叝,土厶卩又
叞,尸二小又
叟,臼丨又
叠,又又又冖〈见二〉三
叡,〈卢字头〉冖一八〈全字头〉目又
叢,〈业无横〉一丷干一〈耳无一〉又
口,口
古,十口
句,句
另,另
叧,口刀
叨,口刀
叩,口卩
只,只
叫,口丩
召,刀口
叭,口八
叮,口一丨
可,一口丨
台,厶口
叱,口〈化字边〉
史,口乂
右,〈左字框〉口
叴,丿乙口
叵,一口乚
叶,口十
号,口一乚
司,乙一口
叹,口又
叺,口丿丶
叻,口乙丿
叼,口乙一
叽,口几
叾,乙丨口
叿,口丅一
吀,口丿十
吁,口一〈于无横〉
吂,吂
吃,口〈卧人〉乙
各,夂口
吅,口口
吆,口幺
吇,口乙〈子字底〉
合,亼口
吉,士口
吊,口巾
吋,口寸
同,同
名,〈久二〉丶口
后,〈反字框〉一口
吏,一口乂
吐,口土
向,向
吒,口丿七
吓,口下
吔,口〈韦无二〉乚
吕,口口
吖,口丷丨
吗,口马
吘,口〈卧人〉十
吙,口火
吚,口〈聿三〉丿
君,〈聿三〉丿口
吜,口乙〈里无日〉
吝,亠乂口
吞,一大口
吟,口亽乙
吠,口犬
吡,口〈比字旁〉匕
吢,心口
吣,口心
吤,口〈全字头〉〈乔字底〉
吥,口丆丨丶
否,丆丨丶口
吧,口〈巴三〉乚
吨,口一凵乚
吩,口八刀
吪,口亻〈化字边〉
含,亽乙口
听,口〈反字框〉丅
吭,口亠几
吮,口厶儿
启,丶尸口
吰,口〈左字框〉厶
吱,口十又
吲,口弓丨
吳,口乚大
吴,口一大
吵,口〈少三〉丿
吶,口冂丿丶
吷,口乙大
吸,口〈及二〉丶
吹,口欠
吺,口殳
吻,口勹〈横两撇〉
吼,口乙〈子字底〉乚
吽,口丿〈举字底〉
吾,丅乙一口
吿,丿〈举字底〉口
呀,口〈牙二〉丨丿
呁,口勹冫
呂,口丿口
呃,口厂乙乚
呄,乃十口
呅,口亠乂
呆,口木
呇,丨〈水字框〉口
呈,口王
呉,口乚一八
告,丿土口
呋,口夫
呌,口〈冬字底〉十
呍,口二厶
呎,口尸丶
呏,口丿廾
呐,口内
呑,夭口
呒,口无
呓,口艹乙
呔,口大丶
呕,口一乂乚
呖,口厂乙丿
呗,口〈见二〉人
员,口〈见二〉人
呙,口内
呚,口攵
呛,口〈全字头〉乙乚
呜,口乌
呝,口丶尸乙
呞,口乙一口
呟,口亠幺
呠,口本
呡,口〈民字框〉一乚
呢,口尸匕
呣,口乚乙亠丶
呤,口亽乙丶
呥,口冂〈里无日〉
呦,口幺乙丿
呧,口〈印字旁〉乚丶
周,〈周字框〉土口
呩,口二小
呪,口兄
呫,口〈卢字头〉口
呬,口〈见二〉儿一
呭,口艹一乚
呮,口只
呯,口一丷十
呰,止匕口
呱,口瓜
呲,口止匕
味,口未
呴,口句
呵,口一口丨
呶,口女又
呷,口甲
呸,口丆丨丶一
呹,口丿夫
呺,口口一乚
呻,口申
呼,口丿丷〈于无横〉
命,亼口卩
呾,口日一
呿,口土厶
咀,口〈见二〉三
咁,口艹二
咂,口一巾乚
咃,口亻〈韦无二〉乚
咄,口出
咅,〈立无横〉一口
咆,口勹巳
咇,口必
咈,口弓〈乔字底〉
咉,口〈见二〉大
咊,口丿木
咋,口〈卧人〉丨二
和,丿木口
咍,口厶口
咎,夂丨丶口
咏,口丶乙〈水字框〉
咐,口亻寸
咑,口扌一丨
咒,口口几
咓,口瓦
咔,口卡
咕,口十口
咖,口乙丿口
咗,口〈左字框〉丅一
咘,口〈左字框〉巾
咙,口〈左字框〉〈龙下角〉丶
咚,口夂〈冬字底〉
咛,口宀一丨
咜,口它
咝,口〈丝左角〉〈丝左角〉一
咞,口开
咟,口丆日
咠,口一〈耳无一〉
咡,口一〈耳无一〉
咢,口口二乚
咣,口〈尚字头〉一儿
咤,口宀丿七
咥,口一厶土
咦,口一弓人
咧,口歹刂
咨,冫欠口
咩,口丷一〈举字底〉
咪,口丷木
咫,尸丶只
咬,口六乂
咭,口士口
咮,口朱
咯,口夂口
咰,口勹日
咱,口丿目
咲,口丷一大
咳,口亠〈亥无亠无人〉人
咴,口〈左字框〉火
咵,口大二乚
咶,口丿十口
咷,口丿冫乚〈飞无折〉
咸,〈戌三〉口〈戈无一〉
咹,口宀女
咺,口一日一
咻,口亻木
咼,冎口
咽,口〈见二〉大一
咾,口老
咿,口亻〈聿三〉丿
哀,〈享字头〉丿乚〈水字边〉
品,口口口
哂,口西
哃,口同
哄,口共
哅,口勹乂凵
哆,口〈久二〉丶〈久二〉丶
哇,口土土
哈,口亼口
哉,土口〈戈无一〉
哊,口〈左字框〉〈青字底〉
哋,口土〈韦无二〉乚
哌,口〈反字框〉〈卬字旁〉〈水字边〉
响,口向
哎,口艹乂
哏,口艮
哐,口一王乚
哑,口一〈业无横〉一
哒,口大辶
哓,口一〈戈无亠〉一儿
哔,口〈比字旁〉匕十
哕,口山〈久二〉丶
哖,口年
哗,口亻〈化字边〉十
哘,口彳二丨
哙,口〈全字头〉二厶
哚,口几木
哛,口匕八刀
哜,口亠乂〈乔字底〉
哝,口冖丿乚〈水字边〉
哞,口厶丿〈举字底〉
哟,口〈丝左角〉一勺
哠,口丿土口
員,口目八
哢,口王廾
哣,口一口丷一
哤,口〈左字框〉乚彡丶
哥,一口丨一口丨
哦,口丿扌〈戈无一〉
哧,口土〈亦字底〉
哨,口〈尚字头〉〈青字底〉
哩,口甲二
哪,口乙〈夫三〉阝
哫,口口龰
哬,口亻一口丨
哭,口口犬
哮,口十〈左字框〉乙〈子字底〉
哯,口目儿
哰,口宀丿〈举字底〉
哱,口十冖乙〈子字底〉
哲,扌〈反字框〉丅口
哳,口扌〈反字框〉丅
哴,口丶艮
哵,口另刂
哶,口卝干
哷,口爫寸
哸,口爫女
哹,口爫乙〈子字底〉
哺,口一〈青字底〉丨丶
哻,口日干
哼,口〈享字头〉乙丨
哽,口一日乂
哾,口丷兄
哿,乙丿口一口丨
唀,口丿木乃
唁,口言
唂,口谷
唃,口角
唄,口目八
唅,口亽乙口
唆,口厶八夂
唇,厂二乚〈水字边〉口
唈,口口〈巴三〉乚
唉,口厶〈卧人〉大
唊,口一人人人
唋,口亼朩
唌,口〈延字心〉乙丶
唍,口宀二儿
唎,口丿木刂
唏,口乂〈左字框〉巾
唐,广〈聿三〉丨口
唑,口人人土
唒,口〈西无一〉二
唓,口一〈車无一〉
唔,口丅乙一口
唕,口丿日十
唖,口一口〈临字旁〉一
唗,口土龰
唘,丆口又口
唙,口〈犭二〉丿火
唚,口彐冖又
唛,口麦
唜,末口匕
唝,口丅一〈见二〉人
唞,口扌〈冬字底〉十
唟,土厶口匕
唠,口艹冖乙丿
唡,口一冂人人
唢,口〈尚字头〉〈见二〉人
唣,口丿日七
唤,口〈负字头〉〈见二〉大
唥,口冫亽乙丶
唦,口氵〈少三〉丿
唧,口〈即字旁〉卩
唨,口阝〈见二〉三
唩,口丿木女
唪,口三人〈举字底〉
唫,口金
唬,口虍几
唭,口艹三八
售,亻〈隹字边〉口
唯,口亻〈隹字边〉
唰,口尸巾刂
唱,口日日
唲,口臼儿
唳,口丶尸犬
唴,口丷三儿
唵,口大日乚
唶,口龷日
唷,口亠厶〈青字底〉
唸,口亽乙心
唹,口方〈全字头〉〈冬字底〉
唺,口〈见二〉龷八
唻,口一人人〈木无横〉
唼,口〈立无横〉一女
唽,口木〈反字框〉丅
唾,口丿十龷一
唿,口勹〈横两撇〉心
啀,口厂土土
啁,口〈周字框〉土口
啂,口爫乙〈子字底〉乚
啃,口止〈青字底〉
啄,口〈豕二〉〈豸字底〉丶〈水字边〉
啅,口〈卢字头〉早
商,〈立无横〉冂八口
啇,〈立无横〉冂十口
啈,口土丷干
啉,口木木
啊,口阝一口丨
啋,口爫木
啌,口宀八丅一
啍,口〈享字头〉乙〈子字底〉
啎,〈卧人〉十丅乙一口
問,〈門字旁〉〈門字边〉口
啐,口亠人人十
啑,口一〈聿三〉龰
啒,口尸出
啓,丶尸攵口
啔,丶尸一〈戈无一〉口
啕,口勹〈朱三〉山
啖,口火火
啗,口〈负字头〉臼
啘,口宀〈久二〉丶乙乚
啙,止匕口口
啚,口十回
啛,口一〈聿三〉丨女
啜,口又又又又
啝,口丿木口
啞,口一〈亞无二〉一
啟,丶尸口攵
啠,〈反字框〉丅〈反字框〉丅口
啡,口非
啢,口一巾丿丶丿丶
啣,口〈朱三〉止卩
啤,口卑
啥,口〈全字头〉干口
啦,口扌〈立无横〉一
啧,口龶〈见二〉人
啨,口龶〈青字底〉
啩,口土土丨丶
啪,口扌丿日
啫,口十〈左字框〉日
啬,十丷一回
啭,口〈东二〉〈毌无框〉二乚丶
啮,口止〈齿字底〉
啯,口〈见二〉王丶一
啰,口罒〈久二〉丶
啱,口山丆口
啲,口丿日勺
啳,口丷夫乙乚
啴,口丷日十
啵,口氵皮
啶,口宀〈定字底〉
啷,口丶〈即字旁〉阝
啸,口〈聿三〉丨〈乔字底〉八
啹,口尸十口
啺,口日一勹〈横两撇〉
啻,〈立无横〉冖巾口
啼,口〈立无横〉冖巾
啽,口亼口廾
啾,口丿木火
啿,口艹三八乚
喀,口宀夂口
喁,口日〈禺字底〉
喂,口田一乚〈水字边〉
喃,口十冂丷干
善,丷一〈举字底〉丷一口
喅,口日〈立无横〉一
喆,士口士口
喇,口一口〈木无横〉刂
喈,口〈比字旁〉匕丿日
喉,口亻乙一〈卧人〉大
喊,口〈戌三〉口〈戈无一〉
喋,口艹一乚木
喌,口口〈刀中〉丶丨丶丨
喍,口止匕木
喎,口冎口
喏,口艹〈左字框〉口
喐,口〈左字框〉〈青字底〉阝
喑,口〈立无横〉一日
喒,口夂丨丶日
喓,口覀女
喔,口尸一厶土
喕,口丆〈见二〉〈临字旁〉三
喖,口木十口
喗,口冖一〈車无一〉
喘,口山丆冂〈临字旁〉
喙,口乚乙一〈豕省〉
喚,口〈负字头〉〈奐字腰〉大
喛,口爫〈无三〉又
喜,士口丷一口
喝,口日勹人乚
喞,口丿日匕卩
喟,口田〈青字底〉
喠,口〈千二〉申二
喡,口乙丄口〈牙二〉丨
喢,口丿十臼
喣,口句灬
喤,口丿日王
喥,口广艹一又
喦,口口口山
喧,口宀一日一
喨,口〈享字头〉冖几
喩,口丿丶一〈青字底〉巜
喪,十口口一乚〈水字边〉
喫,口三丨刀大
喬,夭口冂口
喭,口〈立无横〉厂彡
單,口口日十
喯,口大十廾
喰,口亽艮
喱,口厂甲二
喲,口幺〈横三点〉勺
喳,口木日一
喴,口〈戌三〉女〈戈无一〉
喵,口艹田
営,〈学无子〉口口
喷,口十艹〈见二〉人
喸,一〈青字底〉丨丶口匕
喹,口大土土
喺,口亻丿幺小
喻,口亼〈青字底〉刂
喼,口〈负字头〉彐心
喽,口丷木女
喾,〈学无子〉丿土口
喿,口口口木
嗀,士冖口殳
嗁,口〈反字框〉虍几
嗂,口爫〈朱三〉山
嗃,口〈享字头〉冂口
嗄,口丆目夂
嗅,口丿目犬
嗆,口亽彐丿口
嗇,十人人一回
嗈,口巛口〈巴三〉乚
嗉,口龶幺小
嗊,口丅一目八
嗋,口乙丿乙丿乙丿〈青字底〉
嗌,口丷一八皿
嗍,口屰月
嗎,口〈馬字框〉灬
嗏,口艹〈全字头〉朩
嗐,口宀三丨口
嗑,口土厶皿
嗒,口艹亼口
嗓,口又又又木
嗔,口真
嗕,口厂二乚〈水字边〉寸
嗖,口臼丨又
嗗,口〈骨字头〉〈青字底〉
嗘,口爫幺大
嗙,口〈立无横〉冖方
嗚,口〈烏省〉灬
嗛,口丷一〈聿三〉〈兼无䒑无彐〉
嗜,口老日
嗝,口鬲
嗞,口丷一幺幺
嗟,口丷一〈夫三〉丅一
嗠,爫乙〈子字底〉夂口
嗡,口八厶习习
嗢,口日皿
嗣,口冂艹乙一口
嗤,口凵丄口〈虫无口〉
嗥,口丿日大十
嗦,口十冖幺小
嗧,乙丿口亼冂艹
嗨,口氵〈卧人〉乚乙亠丶
嗩,口〈尚字头〉目八
嗪,口三人丿木
嗫,口一〈耳无一〉又又
嗬,口艹亻一口丨
嗭,十〈见二〉〈四横〉口匕
嗮,口日西
嗯,口〈见二〉大一心
嗰,口亻〈见二〉十口一
嗱,口亼口手
嗲,口八乂〈久二〉丶〈久二〉丶
嗳,口爫冖〈左字框〉又
嗴,口丷三儿厶
嗵,口乙丶冂〈举字底〉辶
嗶,口日龷十
嗷,口〈敖字旁〉攵
嗸,〈敖字旁〉攵口
嗹,口一〈車无一〉辶
嗺,口山亻〈隹字边〉
嗻,口广艹一灬
嗼,口艹日大
嗽,口一口〈木无横〉欠
嗾,口方〈卧人〉〈卧人〉大
嗿,口亽乙目八
嘀,口〈立无横〉冂十口
嘁,口厂上小〈戈无一〉
嘂,口口丩口口
嘃,口广〈聿三〉〈青字底〉丨
嘄,口〈鳥省〉木
嘅,口〈即字旁〉〈牙二〉儿
嘆,口艹一口夫
嘇,口厶厶厶〈全字头〉彡
嘈,口一曲日
嘉,士口丷一乙丿口
嘊,口山厂土土
嘋,口十〈左字框〉乙〈子字底〉攵
嘌,口覀二小
嘍,口〈衰字腰〉口丨女
嘎,口丆目一〈戈无一〉
